sale_id,store,product_cat,units,unit_price,revenue,channel,satisfaction,date
S0657,South,Electronics,5,255.63,1278.15,Online,8.1,2024-06-29 00:00:00
S0658,East,Electronics,5,41.1,205.5,In-store,3.7,2024-03-29 00:00:00
S0659,North,Electronics,1,259.2,259.2,In-store,6.8,2024-02-27 00:00:00
S0660,South,Furniture,5,266.52,1332.6,In-store,9.9,2024-07-19 00:00:00
S0661,North,Apparel,7,115.58,809.06,Online,8.4,2024-06-19 00:00:00
S0662,East,Electronics,3,409.35,1228.05,Online,3.6,2024-12-11 00:00:00
S0663,South,Groceries,10,368.54,3685.4,Online,8.1,2024-05-03 00:00:00
S0664,East,Apparel,4,285.42,1141.68,Online,3.7,2024-06-15 00:00:00
S0665,East,Groceries,9,388.42,3495.78,In-store,4.3,2024-04-18 00:00:00
S0666,South,Apparel,8,190.24,1521.92,Online,9.4,2024-02-29 00:00:00
S0667,North,Cosmetics,6,591.9,3551.4,Online,5.7,2024-05-03 00:00:00
S0668,East,Furniture,7,382.04,2674.28,In-store,5.2,2024-12-31 00:00:00
S0669,North,Groceries,8,283.34,2266.72,In-store,6.5,2024-11-02 00:00:00
S0670,East,Cosmetics,10,109.24,1092.4,In-store,4.5,2024-02-23 00:00:00
S0671,East,Cosmetics,5,456.46,2282.3,Online,5.5,2024-04-18 00:00:00
S0672,North,Groceries,12,6.27,75.24,Online,5.9,2024-08-09 00:00:00
S0673,South,Apparel,7,307.13,2149.91,In-store,9.9,2024-03-27 00:00:00
S0674,South,Groceries,2,308.81,617.62,In-store,5.4,2024-10-04 00:00:00
S0675,South,Apparel,4,136.18,544.72,In-store,7.4,2024-10-13 00:00:00
S0676,North,Furniture,10,168.01,1680.1,In-store,9.0,2024-07-06 00:00:00
S0677,East,Apparel,11,590.62,6496.82,Online,5.6,2024-02-28 00:00:00
S0678,North,Apparel,6,101.03,606.18,Online,6.1,2024-03-23 00:00:00
S0679,East,Cosmetics,11,122.63,1348.93,In-store,6.1,2024-04-29 00:00:00
S0680,South,Electronics,3,475.03,1425.09,In-store,8.8,2024-01-30 00:00:00
S0681,South,Cosmetics,1,229.1,229.1,Online,6.7,2024-08-29 00:00:00
S0682,North,Electronics,4,327.24,1308.96,Online,5.2,2024-11-26 00:00:00
S0683,East,Electronics,9,86.02,774.18,In-store,5.4,2024-09-30 00:00:00
S0684,East,Furniture,3,431.34,1294.02,Online,4.4,2024-06-07 00:00:00
S0685,East,Furniture,5,408.78,2043.9,Online,7.9,2024-06-12 00:00:00
S0686,South,Cosmetics,10,80.13,801.3,In-store,7.1,2024-03-25 00:00:00
S0687,North,Groceries,1,393.43,393.43,Online,7.3,2024-12-18 00:00:00
S0688,South,Groceries,9,438.21,3943.89,Online,9.4,2024-09-23 00:00:00
S0689,North,Cosmetics,1,14.37,14.37,Online,8.9,2024-12-18 00:00:00
S0690,North,Electronics,8,321.98,2575.84,In-store,9.3,2024-06-22 00:00:00
S0691,South,Apparel,10,20.49,204.9,Online,9.4,2024-01-12 00:00:00
S0692,North,Electronics,10,433.12,4331.2,In-store,7.9,2024-06-02 00:00:00
S0693,North,Cosmetics,12,543.7,6524.4,In-store,7.1,2024-01-03 00:00:00
S0694,North,Apparel,1,440.64,440.64,Online,9.7,2024-12-04 00:00:00
S0695,East,Electronics,9,292.99,2636.91,In-store,8.0,2024-08-25 00:00:00
S0696,South,Electronics,7,472.71,3308.97,Online,5.3,2024-09-18 00:00:00
S0697,South,Cosmetics,4,84.26,337.04,Online,5.0,2024-04-21 00:00:00
S0698,South,Cosmetics,8,572.66,4581.28,In-store,6.8,2024-01-14 00:00:00
S0699,East,Apparel,10,453.36,4533.6,In-store,4.9,2024-06-26 00:00:00
S0700,East,Cosmetics,8,440.65,3525.2,Online,6.9,2024-03-19 00:00:00
S0701,South,Furniture,7,551.53,3860.71,Online,8.6,2024-04-11 00:00:00
S0702,South,Furniture,11,434.87,4783.57,Online,5.2,2024-06-27 00:00:00
S0703,South,Cosmetics,11,77.11,848.21,Online,5.6,2024-01-01 00:00:00
S0704,North,Furniture,5,156.08,780.4,Online,8.1,2024-03-28 00:00:00
S0705,North,Cosmetics,5,404.98,2024.9,In-store,6.3,2024-12-10 00:00:00
S0706,North,Groceries,12,571.92,6863.04,Online,6.2,2024-09-17 00:00:00
S0707,East,Cosmetics,3,194.07,582.21,In-store,5.3,2024-02-21 00:00:00
S0708,North,Electronics,3,434.54,1303.62,In-store,7.3,2024-04-08 00:00:00
S0709,South,Groceries,8,389.25,3114.0,Online,9.9,2024-04-12 00:00:00
S0710,East,Furniture,8,27.79,222.32,Online,7.0,2024-04-21 00:00:00
S0711,East,Electronics,5,380.1,1900.5,Online,7.7,2024-07-09 00:00:00
S0712,North,Electronics,2,290.56,581.12,In-store,4.5,2024-10-08 00:00:00
S0713,North,Furniture,12,481.77,5781.24,Online,4.8,2024-04-15 00:00:00
S0714,North,Apparel,2,157.11,314.22,In-store,4.7,2024-01-01 00:00:00
S0715,North,Apparel,5,551.16,2755.8,Online,8.6,2024-07-30 00:00:00
S0716,North,Groceries,2,453.84,907.68,In-store,8.4,2024-08-19 00:00:00
S0717,North,Electronics,12,296.73,3560.76,Online,5.8,2024-06-09 00:00:00
S0718,East,Cosmetics,7,249.99,1749.93,Online,5.5,2024-02-07 00:00:00
S0719,East,Cosmetics,10,569.0,5690.0,In-store,7.3,2024-09-28 00:00:00
S0720,South,Cosmetics,8,168.33,1346.64,Online,7.8,2024-10-13 00:00:00
S0721,East,Electronics,4,279.5,1118.0,Online,4.0,2024-07-07 00:00:00
S0722,North,Apparel,7,587.06,4109.42,In-store,7.6,2024-04-08 00:00:00
S0723,South,Cosmetics,8,491.62,3932.96,Online,4.4,2024-07-20 00:00:00
S0724,South,Groceries,11,6.53,71.83,In-store,6.4,2024-06-15 00:00:00
S0725,South,Groceries,9,360.34,3243.06,Online,3.8,2024-02-10 00:00:00
S0726,South,Apparel,5,30.62,153.1,Online,4.3,2024-11-24 00:00:00
S0727,South,Groceries,2,597.36,1194.72,In-store,8.1,2024-11-11 00:00:00
S0728,East,Cosmetics,7,383.83,2686.81,Online,4.3,2024-08-25 00:00:00
S0729,South,Cosmetics,5,294.83,1474.15,Online,6.3,2024-04-26 00:00:00
S0730,South,Cosmetics,7,581.44,4070.08,In-store,6.1,2024-10-11 00:00:00
S0731,East,Groceries,5,501.28,2506.4,In-store,5.2,2024-04-13 00:00:00
S0732,East,Apparel,3,267.09,801.27,In-store,4.5,2024-09-22 00:00:00
S0733,South,Electronics,3,258.1,774.3,Online,7.1,2024-08-01 00:00:00
S0734,South,Apparel,2,25.15,50.3,In-store,8.1,2024-02-02 00:00:00
S0735,North,Cosmetics,2,554.86,1109.72,In-store,6.8,2024-01-10 00:00:00
S0736,South,Groceries,7,221.64,1551.48,Online,3.7,2024-09-14 00:00:00
S0737,North,Furniture,4,384.8,1539.2,Online,7.4,2024-02-06 00:00:00
S0738,South,Cosmetics,3,177.32,531.96,In-store,7.3,2024-06-09 00:00:00
S0739,North,Furniture,1,340.15,340.15,In-store,5.5,2024-01-30 00:00:00
S0740,North,Furniture,2,64.76,129.52,Online,7.3,2024-05-22 00:00:00
S0741,North,Furniture,11,300.65,3307.15,In-store,3.6,2024-08-21 00:00:00
S0742,East,Apparel,10,198.58,1985.8,Online,4.1,2024-09-21 00:00:00
S0743,South,Groceries,8,207.55,1660.4,In-store,6.8,2024-09-14 00:00:00
S0744,South,Electronics,5,433.11,2165.55,In-store,9.4,2024-09-19 00:00:00
S0745,East,Electronics,5,359.08,1795.4,In-store,9.6,2024-05-11 00:00:00
S0746,North,Furniture,10,481.95,4819.5,Online,8.8,2024-10-12 00:00:00
S0747,East,Electronics,1,52.32,52.32,In-store,5.2,2024-11-11 00:00:00
S0748,North,Groceries,4,242.53,970.12,In-store,7.8,2024-02-23 00:00:00
S0749,East,Furniture,3,288.01,864.03,In-store,3.8,2024-04-07 00:00:00
S0750,South,Electronics,7,237.67,1663.69,In-store,7.8,2024-10-14 00:00:00
S0751,South,Cosmetics,12,585.82,7029.84,In-store,6.9,2024-04-06 00:00:00
S0752,East,Apparel,7,569.91,3989.37,In-store,3.7,2024-02-11 00:00:00
S0753,North,Furniture,4,411.4,1645.6,Online,8.9,2024-05-17 00:00:00
S0754,South,Furniture,8,287.81,2302.48,In-store,9.9,2024-04-04 00:00:00
S0755,North,Groceries,9,403.33,3629.97,Online,9.3,2024-09-28 00:00:00
S0756,North,Furniture,4,289.65,1158.6,Online,4.4,2024-10-09 00:00:00
S0757,South,Apparel,4,587.65,2350.6,In-store,4.0,2024-04-15 00:00:00
S0758,South,Electronics,7,551.79,3862.53,In-store,6.5,2024-08-13 00:00:00
S0759,North,Groceries,11,228.22,2510.42,Online,6.1,2024-05-03 00:00:00
S0760,South,Cosmetics,1,358.16,358.16,Online,5.1,2024-05-26 00:00:00
S0761,South,Furniture,4,582.2,2328.8,Online,9.3,2024-03-04 00:00:00
S0762,East,Furniture,10,17.51,175.1,In-store,7.1,2024-07-23 00:00:00
S0763,South,Apparel,3,537.56,1612.68,In-store,6.1,2024-04-07 00:00:00
S0764,East,Apparel,2,426.44,852.88,In-store,9.5,2024-05-28 00:00:00
S0765,North,Furniture,10,411.32,4113.2,In-store,6.8,2024-01-20 00:00:00
S0766,East,Apparel,6,156.25,937.5,In-store,9.6,2024-09-25 00:00:00
S0767,South,Furniture,8,272.44,2179.52,In-store,9.5,2024-12-18 00:00:00
S0768,North,Electronics,10,109.28,1092.8,Online,4.9,2024-04-17 00:00:00
S0769,North,Apparel,8,402.14,3217.12,In-store,6.6,2024-01-24 00:00:00
S0770,North,Electronics,11,503.31,5536.41,In-store,4.0,2024-08-19 00:00:00
S0771,South,Cosmetics,1,15.61,15.61,Online,6.2,2024-03-11 00:00:00
S0772,North,Apparel,1,353.84,353.84,In-store,7.6,2024-07-31 00:00:00
S0773,East,Groceries,7,39.08,273.56,In-store,3.7,2024-08-08 00:00:00
S0774,North,Groceries,4,136.8,547.2,Online,9.0,2024-08-04 00:00:00
S0775,South,Groceries,8,420.14,3361.12,In-store,7.3,2024-01-07 00:00:00
S0776,South,Furniture,7,378.7,2650.9,Online,6.7,2024-09-26 00:00:00
S0777,North,Cosmetics,7,66.68,466.76,Online,6.7,2024-08-09 00:00:00
S0778,North,Furniture,9,360.92,3248.28,In-store,9.2,2024-06-04 00:00:00
S0779,South,Furniture,1,365.36,365.36,In-store,7.8,2024-01-02 00:00:00
S0780,North,Apparel,8,537.6,4300.8,In-store,6.0,2024-05-31 00:00:00
S0781,East,Groceries,11,457.94,5037.34,In-store,5.5,2024-04-30 00:00:00
S0782,East,Groceries,10,242.71,2427.1,In-store,6.5,2024-10-09 00:00:00
S0783,North,Furniture,11,437.45,4811.95,In-store,5.5,2024-09-30 00:00:00
S0784,East,Groceries,1,424.45,424.45,Online,5.6,2024-12-25 00:00:00
S0785,North,Groceries,1,460.28,460.28,Online,8.7,2024-05-01 00:00:00
S0786,North,Furniture,12,231.82,2781.84,In-store,7.5,2024-03-13 00:00:00
S0787,East,Cosmetics,2,152.09,304.18,In-store,4.5,2024-08-17 00:00:00
S0788,South,Apparel,3,507.3,1521.9,Online,6.9,2024-09-09 00:00:00
S0789,North,Groceries,1,562.14,562.14,In-store,8.9,2024-12-14 00:00:00
S0790,South,Groceries,12,43.23,518.76,Online,6.0,2024-06-04 00:00:00
S0791,East,Groceries,9,421.95,3797.55,In-store,6.8,2024-03-14 00:00:00
S0792,North,Electronics,8,493.17,3945.36,Online,8.8,2024-04-27 00:00:00
S0793,South,Groceries,1,37.28,37.28,Online,8.5,2024-11-20 00:00:00
S0794,South,Electronics,9,500.34,4503.06,Online,5.5,2024-12-15 00:00:00
S0795,East,Furniture,7,412.2,2885.4,In-store,5.3,2024-05-08 00:00:00
S0796,North,Furniture,10,327.96,3279.6,In-store,9.3,2024-05-04 00:00:00
S0797,East,Groceries,12,419.85,5038.2,Online,8.6,2024-01-04 00:00:00
S0798,East,Apparel,5,197.21,986.05,In-store,8.7,2024-10-03 00:00:00
S0799,North,Apparel,3,268.43,805.29,In-store,9.2,2024-03-23 00:00:00
S0800,North,Groceries,4,48.68,194.72,In-store,4.0,2024-05-06 00:00:00
S0801,South,Cosmetics,8,399.84,3198.72,Online,3.7,2024-06-23 00:00:00
S0802,South,Apparel,4,149.02,596.08,In-store,7.0,2024-12-24 00:00:00
S0803,North,Apparel,3,526.61,1579.83,In-store,5.3,2024-03-01 00:00:00
S0804,South,Apparel,4,264.86,1059.44,Online,9.1,2024-11-22 00:00:00
S0805,East,Groceries,8,185.69,1485.52,Online,6.4,2024-10-17 00:00:00
S0806,South,Cosmetics,8,518.19,4145.52,In-store,6.1,2024-04-28 00:00:00
S0807,East,Electronics,9,422.04,3798.36,In-store,4.7,2024-01-04 00:00:00
S0808,South,Cosmetics,8,528.74,4229.92,Online,7.1,2024-02-13 00:00:00
S0809,South,Cosmetics,7,397.74,2784.18,Online,5.4,2024-08-16 00:00:00
S0810,East,Cosmetics,8,176.2,1409.6,Online,4.6,2024-05-10 00:00:00
S0811,North,Cosmetics,11,302.67,3329.37,Online,5.3,2024-10-01 00:00:00
S0812,North,Cosmetics,8,227.66,1821.28,Online,6.5,2024-07-29 00:00:00
S0813,East,Groceries,12,121.96,1463.52,Online,7.6,2024-04-23 00:00:00
S0814,South,Apparel,5,228.26,1141.3,In-store,7.6,2024-07-06 00:00:00
S0815,North,Apparel,7,68.92,482.44,Online,7.3,2024-08-16 00:00:00
S0816,East,Cosmetics,7,398.39,2788.73,Online,5.1,2024-11-16 00:00:00
S0817,South,Apparel,10,306.81,3068.1,In-store,6.0,2024-09-09 00:00:00
S0818,South,Furniture,12,270.53,3246.36,Online,7.8,2024-03-22 00:00:00
S0819,North,Electronics,1,210.76,210.76,Online,6.7,2024-06-01 00:00:00
S0820,South,Furniture,8,540.64,4325.12,Online,3.8,2024-02-03 00:00:00
S0821,East,Groceries,3,402.19,1206.57,In-store,4.5,2024-09-27 00:00:00
S0822,North,Electronics,12,184.65,2215.8,In-store,7.8,2024-04-24 00:00:00
S0823,South,Apparel,2,31.09,62.18,Online,9.1,2024-07-25 00:00:00
S0824,South,Cosmetics,11,437.49,4812.39,Online,5.2,2024-08-27 00:00:00
S0825,South,Apparel,3,99.8,299.4,Online,7.4,2024-11-30 00:00:00
S0826,North,Electronics,7,458.7,3210.9,In-store,9.8,2024-12-10 00:00:00
S0827,East,Groceries,5,321.82,1609.1,In-store,6.0,2024-11-13 00:00:00
S0828,South,Cosmetics,6,12.67,76.02,In-store,5.5,2024-04-28 00:00:00
S0829,South,Electronics,10,424.07,4240.7,In-store,7.1,2024-09-01 00:00:00
S0830,East,Cosmetics,10,216.88,2168.8,Online,9.9,2024-01-06 00:00:00
S0831,North,Furniture,10,526.99,5269.9,In-store,7.6,2024-11-27 00:00:00
S0832,South,Furniture,6,301.24,1807.44,Online,6.7,2024-01-19 00:00:00
S0833,North,Apparel,8,463.86,3710.88,In-store,8.6,2024-12-21 00:00:00
S0834,East,Electronics,5,178.82,894.1,In-store,8.7,2024-11-15 00:00:00
S0835,South,Furniture,11,508.41,5592.51,In-store,7.4,2024-04-11 00:00:00
S0836,North,Groceries,5,241.91,1209.55,In-store,5.8,2024-04-08 00:00:00
S0837,South,Apparel,10,92.32,923.2,Online,5.9,2024-10-28 00:00:00
S0838,South,Apparel,3,578.25,1734.75,In-store,5.3,2024-08-20 00:00:00
S0839,East,Furniture,5,460.1,2300.5,In-store,5.2,2024-01-07 00:00:00
S0840,South,Electronics,4,201.41,805.64,In-store,5.2,2024-06-24 00:00:00
S0841,East,Apparel,1,439.08,439.08,In-store,3.6,2024-05-19 00:00:00
S0842,North,Apparel,3,131.2,393.6,In-store,4.3,2024-04-02 00:00:00
S0843,East,Cosmetics,7,153.8,1076.6,In-store,5.5,2024-09-26 00:00:00
S0844,East,Groceries,9,465.61,4190.49,In-store,6.2,2024-11-14 00:00:00
S0845,South,Cosmetics,5,339.25,1696.25,In-store,9.4,2024-05-05 00:00:00
S0846,North,Electronics,5,366.96,1834.8,Online,9.3,2024-01-18 00:00:00
S0847,North,Electronics,4,421.85,1687.4,In-store,5.8,2024-09-12 00:00:00
S0848,North,Electronics,6,400.84,2405.04,In-store,6.9,2024-08-31 00:00:00
S0849,South,Groceries,4,31.85,127.4,Online,5.3,2024-03-01 00:00:00
S0850,East,Electronics,8,93.6,748.8,Online,6.9,2024-03-17 00:00:00
S0851,North,Furniture,7,80.31,562.17,In-store,6.6,2024-09-02 00:00:00
S0852,North,Apparel,6,472.23,2833.38,Online,9.8,2024-09-07 00:00:00
S0853,East,Groceries,4,123.42,493.68,In-store,8.5,2024-04-24 00:00:00
S0854,South,Electronics,10,459.92,4599.2,Online,4.7,2024-10-13 00:00:00
S0855,South,Groceries,12,387.18,4646.16,In-store,4.2,2024-10-03 00:00:00
S0856,East,Cosmetics,1,181.76,181.76,In-store,6.6,2024-06-24 00:00:00
S0857,North,Electronics,5,489.93,2449.65,In-store,4.7,2024-04-14 00:00:00
S0858,South,Electronics,6,408.0,2448.0,Online,9.7,2024-02-12 00:00:00
S0859,East,Groceries,9,423.94,3815.46,Online,3.6,2024-09-06 00:00:00
S0860,East,Apparel,8,564.99,4519.92,In-store,9.5,2024-07-29 00:00:00
S0861,North,Apparel,10,165.96,1659.6,Online,6.5,2024-04-16 00:00:00
S0862,North,Electronics,12,518.13,6217.56,Online,9.3,2024-12-06 00:00:00
S0863,North,Cosmetics,11,351.9,3870.9,In-store,5.9,2024-01-02 00:00:00
S0864,North,Furniture,7,254.39,1780.73,Online,6.7,2024-10-26 00:00:00
S0865,South,Electronics,12,524.37,6292.44,In-store,8.5,2024-03-30 00:00:00
S0866,South,Electronics,3,467.63,1402.89,In-store,5.3,2024-02-13 00:00:00
S0867,East,Apparel,4,73.58,294.32,Online,9.3,2024-09-18 00:00:00
S0868,East,Electronics,9,310.01,2790.09,Online,3.6,2024-06-17 00:00:00
S0869,North,Groceries,4,191.34,765.36,In-store,4.7,2024-02-17 00:00:00
S0870,East,Electronics,8,293.19,2345.52,In-store,5.5,2024-11-20 00:00:00
S0871,East,Furniture,4,90.23,360.92,In-store,8.5,2024-03-26 00:00:00
S0872,North,Apparel,1,209.73,209.73,Online,8.3,2024-08-13 00:00:00
S0873,East,Apparel,2,74.8,149.6,Online,9.5,2024-11-27 00:00:00
S0874,East,Groceries,1,395.32,395.32,In-store,7.3,2024-08-03 00:00:00
S0875,South,Cosmetics,10,36.89,368.9,In-store,3.9,2024-05-02 00:00:00
S0876,East,Cosmetics,9,314.01,2826.09,Online,6.3,2024-07-09 00:00:00
S0877,North,Cosmetics,5,583.27,2916.35,Online,5.6,2024-02-28 00:00:00
S0878,North,Furniture,7,299.97,2099.79,Online,5.9,2024-05-02 00:00:00
S0879,North,Apparel,10,14.14,141.4,In-store,7.9,2024-01-30 00:00:00
S0880,North,Cosmetics,4,502.7,2010.8,In-store,8.9,2024-08-28 00:00:00
S0881,North,Electronics,8,235.54,1884.32,In-store,4.2,2024-10-30 00:00:00
S0882,South,Electronics,12,430.53,5166.36,Online,6.3,2024-04-20 00:00:00
S0883,South,Furniture,2,436.11,872.22,In-store,8.6,2024-11-11 00:00:00
S0884,East,Groceries,3,64.31,192.93,In-store,6.2,2024-09-14 00:00:00
S0885,North,Furniture,12,439.51,5274.12,Online,6.4,2024-04-21 00:00:00
S0886,North,Cosmetics,10,536.56,5365.6,Online,8.2,2024-09-22 00:00:00
S0887,East,Groceries,6,580.27,3481.62,In-store,9.2,2024-01-10 00:00:00
S0888,East,Electronics,2,154.0,308.0,In-store,9.0,2024-08-17 00:00:00
S0889,North,Electronics,2,196.61,393.22,In-store,7.0,2024-03-17 00:00:00
S0890,East,Apparel,9,164.14,1477.26,In-store,8.6,2024-03-20 00:00:00
S0891,South,Electronics,5,160.89,804.45,Online,7.3,2024-08-15 00:00:00
S0892,East,Apparel,3,526.46,1579.38,Online,6.1,2024-06-05 00:00:00
S0893,South,Electronics,7,512.46,3587.22,In-store,9.4,2024-08-05 00:00:00
S0894,East,Apparel,11,154.14,1695.54,Online,6.0,2024-05-19 00:00:00
S0895,South,Cosmetics,3,81.48,244.44,Online,4.4,2024-11-25 00:00:00
S0896,East,Apparel,6,590.94,3545.64,Online,7.9,2024-08-09 00:00:00
S0897,South,Groceries,3,46.02,138.06,Online,4.2,2024-05-31 00:00:00
S0898,East,Electronics,9,302.12,2719.08,In-store,8.9,2024-06-26 00:00:00
S0899,North,Furniture,11,475.46,5230.06,Online,7.2,2024-01-12 00:00:00
S0900,East,Groceries,3,341.96,1025.88,In-store,4.8,2024-09-07 00:00:00
S0901,South,Cosmetics,9,453.25,4079.25,Online,9.0,2024-06-05 00:00:00
S0902,North,Cosmetics,5,594.71,2973.55,In-store,8.6,2024-10-10 00:00:00
S0903,East,Electronics,5,427.0,2135.0,In-store,5.3,2024-05-19 00:00:00
S0904,North,Groceries,10,56.61,566.1,In-store,5.8,2024-04-05 00:00:00
S0905,South,Electronics,11,264.42,2908.62,Online,9.1,2024-12-02 00:00:00
S0906,North,Furniture,9,308.84,2779.56,Online,7.1,2024-01-16 00:00:00
S0907,East,Cosmetics,4,223.84,895.36,Online,7.1,2024-08-02 00:00:00
S0908,North,Apparel,10,283.65,2836.5,Online,3.6,2024-06-11 00:00:00
S0909,North,Electronics,3,20.27,60.81,Online,5.5,2024-12-18 00:00:00
S0910,North,Cosmetics,2,306.36,612.72,Online,7.0,2024-05-31 00:00:00
S0911,South,Electronics,6,109.52,657.12,In-store,6.1,2024-03-05 00:00:00
S0912,East,Apparel,5,234.14,1170.7,Online,6.1,2024-02-14 00:00:00
S0913,South,Groceries,9,201.23,1811.07,Online,7.2,2024-11-08 00:00:00
S0914,South,Apparel,2,95.41,190.82,In-store,3.6,2024-02-20 00:00:00
S0915,South,Apparel,2,112.16,224.32,In-store,3.9,2024-05-20 00:00:00
S0916,South,Apparel,12,79.36,952.32,Online,9.5,2024-08-21 00:00:00
S0917,North,Apparel,8,393.28,3146.24,In-store,5.6,2024-09-19 00:00:00
S0918,North,Apparel,2,448.63,897.26,In-store,7.9,2024-07-01 00:00:00
S0919,South,Cosmetics,9,335.39,3018.51,In-store,4.4,2024-02-06 00:00:00
S0920,East,Electronics,5,378.91,1894.55,In-store,3.8,2024-09-27 00:00:00
S0921,East,Electronics,5,334.62,1673.1,In-store,9.4,2024-10-02 00:00:00
S0922,North,Groceries,2,84.33,168.66,Online,9.7,2024-08-14 00:00:00
S0923,East,Groceries,11,375.79,4133.69,Online,3.8,2024-01-06 00:00:00
S0924,North,Cosmetics,12,145.96,1751.52,Online,4.5,2024-09-27 00:00:00
S0925,South,Apparel,12,347.82,4173.84,Online,9.7,2024-04-28 00:00:00
S0926,East,Cosmetics,11,193.0,2123.0,Online,5.9,2024-03-05 00:00:00
S0927,North,Furniture,11,375.98,4135.78,In-store,9.7,2024-01-04 00:00:00
S0928,East,Cosmetics,12,538.87,6466.44,Online,3.6,2024-09-01 00:00:00
S0929,South,Apparel,12,497.75,5973.0,Online,7.7,2024-01-24 00:00:00
S0930,North,Furniture,2,284.06,568.12,In-store,5.6,2024-05-13 00:00:00
S0931,North,Cosmetics,11,271.33,2984.63,In-store,7.3,2024-09-28 00:00:00
S0932,South,Electronics,10,325.94,3259.4,In-store,4.0,2024-03-04 00:00:00
S0933,North,Furniture,9,210.62,1895.58,In-store,9.5,2024-12-07 00:00:00
S0934,North,Electronics,4,575.44,2301.76,Online,5.7,2024-07-24 00:00:00
S0935,North,Furniture,5,175.42,877.1,In-store,5.5,2024-12-10 00:00:00
S0936,East,Apparel,9,236.83,2131.47,Online,6.6,2024-08-25 00:00:00
S0937,North,Cosmetics,5,243.74,1218.7,In-store,4.7,2024-09-16 00:00:00
S0938,South,Electronics,1,512.88,512.88,Online,5.3,2024-11-08 00:00:00
S0939,North,Furniture,10,71.19,711.9,In-store,9.4,2024-07-17 00:00:00
S0940,South,Apparel,10,452.18,4521.8,In-store,8.8,2024-03-13 00:00:00
S0941,North,Furniture,3,475.48,1426.44,Online,6.5,2024-06-09 00:00:00
S0942,North,Groceries,4,562.28,2249.12,In-store,4.9,2024-07-28 00:00:00
S0943,South,Apparel,9,158.49,1426.41,Online,4.0,2024-09-30 00:00:00
S0944,East,Apparel,5,419.25,2096.25,Online,7.3,2024-12-29 00:00:00
S0945,South,Groceries,7,526.84,3687.88,In-store,6.2,2024-05-31 00:00:00
S0946,North,Furniture,5,14.69,73.45,Online,5.0,2024-12-28 00:00:00
S0947,North,Furniture,9,393.24,3539.16,In-store,4.0,2024-12-22 00:00:00
S0948,North,Groceries,5,212.29,1061.45,In-store,6.4,2024-04-30 00:00:00
S0949,East,Apparel,3,556.2,1668.6,In-store,9.9,2024-08-30 00:00:00
S0950,South,Cosmetics,11,469.27,5161.97,Online,4.1,2024-01-13 00:00:00
S0951,East,Groceries,9,324.55,2920.95,Online,8.7,2024-08-12 00:00:00
S0952,South,Furniture,6,115.11,690.66,In-store,6.3,2024-01-02 00:00:00
S0953,East,Furniture,11,59.97,659.67,Online,4.3,2024-08-14 00:00:00
S0954,East,Electronics,10,517.66,5176.6,Online,9.9,2024-01-14 00:00:00
S0955,South,Groceries,10,508.51,5085.1,Online,6.3,2024-05-01 00:00:00
S0956,South,Electronics,4,354.84,1419.36,Online,7.7,2024-04-27 00:00:00
S0957,North,Cosmetics,2,141.98,283.96,Online,5.6,2024-06-10 00:00:00
S0958,South,Cosmetics,8,561.03,4488.24,Online,5.6,2024-08-17 00:00:00
S0959,East,Groceries,3,323.5,970.5,In-store,7.1,2024-09-09 00:00:00
S0960,North,Apparel,2,48.6,97.2,Online,4.0,2024-12-12 00:00:00
S0961,South,Cosmetics,7,286.22,2003.54,Online,7.5,2024-08-04 00:00:00
S0962,South,Apparel,8,115.73,925.84,Online,9.3,2024-10-12 00:00:00
S0963,North,Furniture,3,200.49,601.47,Online,5.1,2024-12-19 00:00:00
S0964,South,Cosmetics,7,304.62,2132.34,Online,4.8,2024-06-25 00:00:00
S0965,South,Groceries,6,43.82,262.92,In-store,4.7,2024-08-24 00:00:00
S0966,East,Cosmetics,11,580.73,6388.03,Online,6.1,2024-10-23 00:00:00
S0967,North,Groceries,1,315.18,315.18,Online,4.8,2024-06-25 00:00:00
S0968,North,Apparel,7,198.58,1390.06,Online,7.0,2024-05-14 00:00:00
S0969,North,Electronics,4,469.0,1876.0,In-store,8.3,2024-09-13 00:00:00
S0970,South,Groceries,1,26.73,26.73,Online,3.7,2024-07-18 00:00:00
S0971,East,Cosmetics,9,502.2,4519.8,In-store,9.9,2024-01-09 00:00:00
S0972,East,Cosmetics,11,442.76,4870.36,Online,7.3,2024-03-21 00:00:00
S0973,South,Apparel,11,429.97,4729.67,In-store,8.5,2024-09-29 00:00:00
S0974,South,Apparel,8,16.77,134.16,Online,3.9,2024-02-07 00:00:00
S0975,North,Furniture,8,489.77,3918.16,In-store,9.1,2024-09-02 00:00:00
S0976,North,Apparel,2,476.09,952.18,Online,6.0,2024-09-29 00:00:00
S0977,North,Cosmetics,11,312.1,3433.1,Online,4.3,2024-06-15 00:00:00
S0978,East,Cosmetics,10,6.13,61.3,Online,9.9,2024-11-20 00:00:00
S0979,North,Electronics,11,578.21,6360.31,Online,5.0,2024-06-15 00:00:00
S0980,North,Apparel,6,237.89,1427.34,In-store,7.8,2024-09-13 00:00:00
S0981,South,Furniture,8,123.52,988.16,Online,8.5,2024-06-21 00:00:00
S0982,South,Electronics,7,127.59,893.13,In-store,3.8,2024-06-22 00:00:00
S0983,North,Cosmetics,12,235.74,2828.88,In-store,4.0,2024-02-19 00:00:00
